35 35
-36120 -2826 -961 -20345 -9464 -2076 21481 -9990 6796 20256 -41733 -1042 -13827 14923 -367 11360 4568 6797 47760 12674 -25953 -650 10752 -26568 -14679 37733 15875 -30835 -16462 -12954 -1 -44103 2707 14367 -17320
-5931 -33983 588 -4793 -22572 -33169 -12258 35725 -15428 -27299 27011 -3739 -9941 -35729 68480 23834 -29278 -16286 -48640 31325 5436 16068 26 43849 -9802 10699 -15787 16710 -9594 32067 -27435 4204 -6724 7909 -25657
2536 5035 -12156 -3290 20147 -16299 -33241 8526 24295 5160 -27548 27343 -15000 -9365 -24891 -16893 -26563 -10360 1162 10896 -2399 -15760 -12262 -6211 3647 -3575 -28945 46298 -9044 -3657 27896 13913 29409 -24764 6335
-21543 37745 -9981 -8953 4330 -27689 -24986 615 6018 4810 15929 -11804 -27147 -16343 30365 1406 -7194 26978 -13676 4263 5705 52107 -11502 -2103 29135 -24867 -8599 13632 24415 19429 -3967 26755 32907 -5358 -14081
19641 15049 25230 -17883 -17133 27365 -15883 6170 -1298 -9741 3222 21785 -3729 -31191 -14016 33076 -22537 14354 -120 13685 -15336 -13309 3803 6218 -4097 54601 -52174 10459 22752 19303 -10232 -13232 -4063 -25538 2434
12383 7918 17380 11777 3352 -12461 29283 -20544 8188 -4446 15321 5565 9940 24436 1622 -33345 13063 11411 1487 -9774 -11756 -7300 -21274 21613 -5548 -23446 17085 -5948 -555 -13915 -45041 27304 -9180 16048 -28933
33163 -8074 -9741 -2978 2792 -21315 6643 -26977 -1909 25856 16570 -28994 -4916 23790 41583 20830 -9283 -27624 -26193 -26019 7507 5377 -205 42464 913 5814 15566 -21249 11447 5414 -22937 33495 -15526 -7908 -18984
-3158 4858 -38445 2917 -26014 -29733 3206 -18932 43726 3435 -7154 10181 7450 11196 18519 47353 39043 -21080 -19342 -8890 24014 -922 14929 36902 17469 -12910 16643 77 2588 14548 11389 21394 13882 -26550 30034
-6722 17676 -26105 -12510 31885 5926 -19069 37203 -10426 -1229 17363 -15415 -19077 4743 -28146 -15641 1126 44809 -20649 33861 -14732 10414 -2616 6578 4350 46236 -78417 12301 10845 25289 -31784 -11756 -23513 12437 1359
691 -22385 7192 -45405 1824 10185 -308 20161 -1470 -7109 17969 -16740 -30753 11521 34226 35575 -15854 -11219 -670 18473 -20521 11301 5447 -32554 -18182 14520 -330 18350 -28409 25063 -9554 4406 17291 45416 -32206
-23995 -41081 -7810 -38406 22644 11849 16874 -2625 20114 4126 -35313 10659 -770 9133 19039 3141 -5633 23864 2064 15769 9226 18296 -32293 -3998 6336 22957 14200 -23787 -39679 -35850 26978 -5495 -38880 39364 -17590
13128 -3290 41826 2398 -14862 1319 8322 -11020 -2377 -10321 -10906 -4052 14923 -2343 28170 7796 -18447 10201 31095 -29141 -12366 -3203 -25558 -21834 17446 -18491 9649 -12402 5019 -29179 -8850 6332 11536 10651 -1997
22129 -20634 -30509 -13927 31518 25648 -12829 -10527 10456 -22574 35029 -11498 -6107 16204 -56248 -12013 811 2062 8500 8378 21632 10350 8512 7659 21196 -29857 20089 -3830 11529 -24437 -10312 26772 -6184 -7791 -10429
-6852 34433 -7578 -18528 -7586 21893 24880 -12865 -9894 25552 -40800 23067 -3398 638 -23696 -26835 25387 -20351 -15042 -13001 -16481 3748 1404 4536 -2149 11407 9042 -10087 2423 -12860 -718 2092 -5372 -16752 12087
12103 -6811 -24904 2380 28988 12817 -42388 6562 28456 -26075 56447 15676 2904 -18033 -14321 -8430 -12311 2039 4796 10326 34699 29795 21434 9186 16088 -31734 4162 38525 -2102 -3665 12797 53845 21615 -22869 -5292
-18055 38043 -15548 -13156 8564 -6631 -9291 -10909 -35837 7287 34593 23176 -27561 -12355 -14505 -6651 -10957 61035 -5264 -12432 10965 32191 -30990 -24144 -20114 -33932 -29251 -2237 19542 14493 29562 25516 -7434 27615 -35728
