35 35 00
15 -36 100 40 80 -39 -62 49 11 -73 45 -72 35 16 97 32 -92 -85 -89 -51 -73 82 -74 -13 41 65 -18 51 -58 89 -60 8 -48 91 -53
82 -49 -64 30 12 -87 -75 41 48 -9 -13 -70 -1 2 -59 48 -21 -77 25 17 14 -11 99 -86 32 37 -95 90 39 96 87 20 97 73 -50
-42 86 -75 49 34 16 -65 14 -86 37 5 12 67 28 -64 -17 92 26 -19 -94 -93 -83 -89 47 6 57 33 -75 53 6 -75 -90 -59 -50 60
25 16 95 -62 -20 -18 44 93 -52 -79 79 -19 -87 -46 62 70 -89 29 81 58 -66 37 -59 -91 -11 -3 -65 -51 38 -65 -92 -87 2 54 -49
82 86 45 24 84 17 -47 -36 30 7 76 -1 -31 -46 -71 77 -62 66 68 -53 -96 -86 -68 -97 3 -82 -88 16 20 16 67 -49 1 -38 76
-16 79 -72 -2 -42 -15 -27 7 4 27 36 -19 65 -49 99 62 -95 -87 95 -92 16 63 71 -69 -18 -14 48 33 37 -91 -42 71 38 -64 -32
96 -28 -9 -48 76 68 88 -94 32 89 -95 -56 94 69 -62 -98 -16 -100 73 -35 -68 -91 -88 15 46 73 74 -33 -40 -91 -15 -44 -69 77 8
-93 44 -54 64 -74 -66 19 -30 79 -13 -42 31 71 -92 3 86 91 -38 49 5 59 -29 -22 -75 31 -62 10 37 -31 -64 96 -74 31 -59 91
57 -75 9 77 54 47 85 -16 -33 43 38 -47 33 100 -99 -63 58 -78 -34 33 53 -46 94 -10 -27 -71 -15 -50 60 -24 -60 -34 -49 -1 93
-95 96 77 -11 -37 19 -74 -34 -99 77 -83 90 -16 -61 -95 -83 92 -41 -90 -69 -18 90 16 32 0 42 22 66 94 72 59 99 67 -15 -13
-71 55 -36 -55 56 91 -38 45 -26 1 50 -59 -7 59 -99 24 92 92 91 23 -9 32 96 -94 25 67 15 -27 -17 51 11 -37 5 75 8
-40 65 71 56 89 -29 -45 -70 14 65 -69 89 56 73 79 -72 -87 -40 74 -80 36 40 -15 -92 -77 -65 19 -64 40 -57 44 51 58 14 -44
47 36 -39 27 -51 -75 58 -63 31 -19 66 10 -6 77 -17 14 -38 74 100 -30 47 85 40 83 25 33 26 -75 -9 91 -19 88 -24 42 -36
25 18 -79 13 99 -48 -72 8 47 55 42 -40 -84 15 -91 -63 -39 95 77 94 -31 -41 -31 -6 0 -91 25 -13 -15 -84 51 61 34 23 -77
-17 75 -49 41 21 57 -18 32 73 47 -9 -91 58 -15 36 51 4 46 -80 48 -55 -71 -28 33 -35 -11 -67 -75 73 6 -52 -45 -69 -51 97
2 56 -72 -67 29 76 25 -12 33 60 75 -66 -86 20 -96 62 65 84 -66 -53 -52 -27 -69 -77 -55 37 -29 1 68 -29 -53 -30 -74 -25 -47
5 -100 28 44 -16 -62 -32 18 -48 88 22 -87 2 5 98 50 4 -30 81 27 16 -33 49 67 -65 70 64 -45 46 89 8 -49 40 87 45
-77 -76 -88 -9 -74 50 63 90 -49 -83 88 51 21 -93 31 99 -27 99 47 90 84 16 53 -62 -39 -8 -4 -38 -69 -68 57 -96 -44 69 -5
-68 18 -93 -78 20 -76 60 -30 -4 67 -99 -6 -60 50 91 80 -17 -44 33 21 -33 -76 67 30 -95 100 -64 -91 -95 -95 -46 -62 -27 -39 -40
93 -15 -81 -37 31 36 -86 75 76 64 65 56 -54 -80 -62 17 -12 -88 -67 68 68 83 54 77 89 59 -70 77 83 -9 87 75 26 -95 88
-93 -9 -99 82 -33 15 47 73 11 17 61 78 55 23 62 -28 -10 44 -74 -34 -18 35 -54 -42 -33 -13 -56 93 -88 100 80 -81 -9 32 52
8 97 -2 -70 8 65 41 -65 -30 -37 97 42 53 41 18 69 73 -47 65 -69 20 -49 -75 12 -87 -75 -58 84 -34 74 35 74 70 83 54
-73 47 -6 -37 67 57 -41 9 -41 50 -74 78 23 -71 42 4 0 93 -21 62 56 -46 -97 39 20 27 -77 -57 -3 -95 97 -26 3 -60 37
-31 47 47 28 -95 -54 55 33 19 34 -26 -78 -67 -84 2 96 73 6 49 -39 -74 -24 -15 -81 73 -60 67 -54 43 -94 34 -88 54 -20 -10
9 -24 -56 -58 96 29 16 68 62 -17 -81 7 -95 26 -44 -34 52 32 1 21 -46 42 -13 -50 -16 -6 84 -54 -53 -87 37 6 -10 31 48
-65 -41 -86 -98 72 -3 -78 -72 -48 48 -16 -32 -51 66 70 70 -81 -39 -43 -30 -5 51 -97 -8 48 -83 79 -47 -43 9 52 -8 19 66 -6
-60 -88 16 -32 -36 -37 3 32 -38 -32 -49 -68 -12 -38 -61 8 58 90 11 -51 -13 28 -73 -10 35 -14 -59 -74 55 -94 21 45 -82 87 -87
-68 -100 16 15 -38 34 16 -6 72 79 33 -21 36 -28 41 35 9 -32 12 100 -97 48 91 80 3 48 0 -53 16 -13 -90 49 -13 -24 -87
49 -90 29 94 32 7 -24 -89 93 -1 52 -23 58 70 89 7 23 37 -2 3 90 -55 53 87 61 -61 98 -41 -24 -77 -28 76 84 -99 19
16 -42 95 -23 -99 -57 79 -22 -99 48 -33 8 -79 54 56 24 43 -100 -74 -21 12 -34 -24 21 -8 -50 94 -33 -67 45 86 49 53 31 -75
54 24 -97 -68 -25 2 -51 84 23 -98 -11 97 -5 -10 -78 74 52 -62 -100 -28 31 -100 -85 48 -67 10 -16 83 -37 65 58 67 -12 12 49
64 -87 98 -3 -14 50 86 -68 95 -75 -96 19 77 94 -31 100 24 -31 65 -79 2 -25 5 -66 -12 -31 93 -96 8 -46 54 -29 -83 51 68
-47 -49 53 -15 -55 79 -61 64 5 -68 -68 -46 6 1 -81 28 -97 -56 83 88 -18 -98 80 -14 10 84 -61 81 -100 41 -2 -47 92 -50 38
87 79 78 51 -66 60 33 -12 -34 85 -43 94 38 1 26 25 33 28 -45 -81 -63 -62 -42 -83 -61 49 15 -8 -10 16 81 -23 -56 8 78
-72 -33 10 -33 33 -56 24 -24 82 76 -98 7 8 30 62 27 18 100 36 35 -62 -66 -100 -19 25 -34 -89 52 -40 19 29 -11 36 89 56
