35 35 00
-10 -64 26 -90 30 -51 11 63 37 -20 18 -95 78 100 -33 -72 -80 5 88 79 94 -7 -53 -49 -40 -29 -49 11 8 -92 94 98 -55 -31 58
25 19 -82 -63 -45 -52 5 -89 -74 -45 -22 -46 -25 33 92 -47 26 -15 -50 27 -5 21 79 -95 80 87 50 77 82 -82 -15 -44 37 3 -56
43 52 49 4 78 -97 82 82 -72 14 73 -68 90 -43 -18 -34 53 -97 95 8 33 82 -43 -41 13 -24 44 20 63 98 64 5 49 12 59
-24 -34 40 -43 -56 -97 -71 -24 43 -13 59 -91 90 12 -97 -53 -56 35 5 3 99 31 -53 18 -7 -56 -69 49 43 43 7 -82 59 98 -75
-97 51 -46 -71 -6 -9 88 -47 -70 -1 -94 -22 43 -8 83 97 -60 -37 94 58 56 88 89 4 30 -19 62 -2 91 59 23 44 -41 27 73
3 -82 11 6 -52 -91 -37 26 3 55 -42 -1 95 21 -58 2 -73 -71 -60 -19 9 -29 -58 -94 -89 51 -21 55 61 -95 -22 -37 74 39 70
73 48 -68 -2 -100 37 7 -51 -19 78 -9 83 -96 20 73 -64 -72 94 -72 85 -95 80 -37 10 40 -81 38 53 93 -24 -28 65 -76 4 -87
75 91 -30 -76 -29 98 15 -97 -98 -65 76 89 -87 70 -84 99 75 96 -89 -66 -15 -70 73 89 74 -52 -40 -12 -78 15 -49 98 5 -29 -79
77 -31 36 80 -79 21 56 -91 35 -25 -75 -17 100 72 -6 -67 -44 -25 56 95 99 -96 -45 -14 77 70 -12 74 -26 59 45 -50 -73 -69 81
-52 52 36 -43 -64 61 -17 19 60 -96 64 43 -90 -62 -1 -95 87 -47 -40 -28 -71 80 60 -97 -97 -31 48 -46 -4 79 85 -5 -19 20 2
-33 -70 35 37 90 39 0 -18 50 -12 81 55 -26 -67 65 -4 -87 44 -94 -84 47 -25 14 51 21 -57 35 -85 -26 -96 -32 41 85 -98 -23
74 42 27 -94 -9 65 87 -55 -62 71 60 -15 84 -47 -9 50 50 16 -87 1 -64 -94 86 -98 -20 41 -80 72 25 -78 99 -51 64 26 -95
-46 -10 42 -51 -21 12 59 64 -55 -89 -96 45 62 20 9 -88 6 15 98 -42 46 -12 -22 17 64 1 15 63 -86 91 68 -81 -19 9 -32
10 72 -73 -27 67 -62 -23 -38 50 47 71 62 -48 -65 10 -39 81 98 39 -53 11 90 13 -77 -96 3 41 -77 34 -100 -59 -57 72 -82 -34
-12 -93 43 50 57 -61 -30 19 -8 -44 -72 3 87 76 -59 -66 -63 82 -3 -40 86 50 -99 59 -66 -99 50 -23 23 69 -6 61 26 -64 -39
-68 -74 -19 51 18 37 29 71 24 -45 -89 8 -8 43 -96 2 -22 54 -47 -64 88 -96 37 -85 27 -45 9 -62 81 -5 -1 -88 21 80 14
89 17 93 9 91 -53 -29 -2 -11 -87 2 92 -8 -95 -56 -22 44 -51 -86 9 26 -31 68 64 100 -38 -88 63 34 93 -24 -28 -41 -82 82
100 -34 -48 -3 55 -85 99 46 7 54 41 36 -3 90 50 -95 -35 70 23 -71 69 36 -59 -19 -31 84 7 -9 93 26 -78 92 42 -76 -62
-4 -60 87 93 -3 41 33 -68 88 -28 33 44 37 2 -34 16 -80 -99 8 2 -80 -59 59 -38 -66 -16 -16 76 -75 -41 -86 -28 -1 51 -36
46 -9 47 79 -21 69 11 73 -45 63 -62 72 33 -60 -71 85 -40 -30 44 -28 -46 -73 57 81 -97 -85 45 -25 -36 -5 -11 -91 87 86 38
-85 54 99 88 59 61 -75 -20 -56 -85 9 -72 -74 80 22 -2 84 0 -96 64 3 70 8 28 -67 54 -84 94 -10 -99 -19 5 5 -20 -58
-87 91 -83 -6 -66 -67 -98 -87 -91 32 35 -43 16 -66 -38 -71 37 -69 -12 -86 -85 -59 -70 59 31 82 -61 86 -64 19 -73 -50 -40 -56 44
-6 -73 -4 7 87 -72 -58 -56 -6 -74 -44 -27 14 -63 61 28 -48 52 9 61 -18 -10 -100 -83 -23 -31 -56 27 29 -61 -80 74 -84 16 -20
-97 -6 -28 98 38 -1 -47 -89 63 -60 22 -10 -7 -26 99 -47 6 -61 -97 24 16 -27 18 93 52 57 -88 25 24 -22 56 -23 23 78 -26
-40 -74 -23 -79 89 17 -6 -21 60 68 -73 64 -27 -84 67 47 32 90 -35 -26 -8 -79 -64 -84 45 15 22 -79 88 0 -55 98 26 -28 -81
15 40 13 44 -1 -70 21 -38 -47 38 80 -100 -81 19 -85 -6 -90 -64 30 78 32 95 -1 3 82 49 -1 80 -25 71 49 40 10 -89 -67
60 92 54 72 -56 -59 51 95 -39 -80 -91 55 -70 97 -16 58 -22 -21 -93 31 -90 56 -71 90 81 51 -12 -30 -90 -1 3 70 -10 -93 -8
-15 -52 -58 -21 9 -88 -11 -87 94 -65 -2 51 13 27 8 -57 37 -36 -77 -23 95 24 65 -35 34 -86 18 -46 -46 -25 46 39 -26 38 69
33 51 -93 47 -6 -58 95 -56 5 21 53 48 -93 67 21 -16 11 -56 100 26 79 -87 95 83 -83 -31 -22 7 43 -85 -25 -24 16 -68 73
-91 -26 67 -96 29 -13 7 -74 -56 -27 48 29 34 92 28 -40 20 -9 -46 -48 -42 -27 30 65 67 -4 90 -58 -89 -79 -86 72 -55 81 76
74 -83 -68 -100 -39 5 -2 40 89 -61 -83 99 10 -42 -48 62 17 -24 -58 -19 -58 38 -29 -16 -1 -58 -52 -80 -12 79 96 -39 46 -73 -89
57 -18 -41 -3 -79 -1 14 -81 -92 73 -78 20 -61 -2 12 -30 40 -51 41 74 -1 34 72 19 -79 50 -35 -68 -5 -58 95 -99 -25 -47 -2
-4 52 63 -35 10 -15 -13 81 24 85 -8 94 24 -8 -15 -3 41 -82 -32 -41 90 68 -26 -79 -88 -33 -85 -86 42 -31 -38 88 71 -76 -48
-69 9 40 62 83 24 -97 27 99 -55 -89 -55 86 80 -36 96 69 82 -31 40 95 36 56 59 -73 75 -80 -86 -5 96 -83 -24 -46 57 -63
-63 -70 -59 64 -72 -14 25 -76 -78 4 -62 -83 -78 -81 -64 62 64 73 -33 22 50 -59 -7 65 -13 -12 82 63 42 -12 51 29 18 42 -8
